id,reference1,reference2,reference3,reference4,reference5,candidate,score
2073105823_6dacade004.jpg,一个穿着黑色连帽衫和牛仔裤的男人骑着滑板滑下栏杆,一个男人从楼梯边陡峭的栏杆上滑板而下,一个用滑雪板从砖砌轨道上滑下来的人,一个人走下台阶边的砖质栏杆,一个滑雪者从一个没有积雪的扶手上滑下来,一个人坐在长椅上有一个湖,3.0
2073964624_52da3a0fc4.jpg,一个戴着粉帽子穿着蓝外套的女人正在骑自行车,一个戴着粉红色帽子的女人骑着一辆自行车,一个穿着黑色衣服围着紫色围巾戴着粉色帽子的女人正骑着一辆自行车,一个戴着眼镜粉色帽子的女人骑着自行车,那个女人带着一顶粉色的帽子正在公园里骑自行车,一个穿着蓝色的男孩在追一个足球,2.8
2075321027_c8fcbaf581.jpg,戴着贝雷帽的一个男人沿着街道骑自行车,一个带着贝雷帽的男人在休闲步道上骑着他的自行车,一个有灰色胡须的老人骑着他的自行车,一个骑自行车经过两旁石头的人的特写,带着一顶贝雷帽骑着自行车的男人,一个女人站在一个城市的街道上,3.6
2077079696_03380d218b.jpg,一个徒步旅行者要下山,一个拿着棍棒的男人从岩石山坡上下来,一个男人在一个多云天气里在山顶徒步旅行,布满蓬松云朵的蓝天下徒步旅行者独自走在高高的岩石上,穿着蓝色外衣的男人正从岩石上爬下来,一个人徒步上山,3.8
2078311270_f01c9eaf4c.jpg,两位女士走在人行道上彼此交谈着,两个女人正挽着手走过城镇,在寒冷的一天两个妇女在过马路,两个女人走在街上,两个穿着深色保暖衣服的女人一个戴着帽子一个有立起的领子走在树木的附近,一个人在一个黑色的外套使黑色和黄色的人,1.8
2083434441_a93bc6306b.jpg,一个上了年纪的女人在城镇中骑着自行车一个黄色出租车正要从她身边驶过,一个老妇人正在一个城市街道上骑着自行车,一个金发老女人在街上骑着自行车,一个穿灰色大衣的妇女骑着自行车沿着街道走,年老的女人带着眼镜骑着自行车车把上挂着一个购物袋背景中有一辆黄色的车,一群人在一个白色帐篷的街头节日,2.0
2084217208_7bd9bc85e5.jpg,一个穿着蓝色夹克戴着自行车头盔的人在骑自行车,一个女人正骑着她的自行车,一个在公园骑着自行车的女人,一个穿着蓝色外套的女人带着头盔骑着自行车,一个带着头盔骑着自行车的女人,一个金发女人站在水里,1.8
2086513494_dbbcb583e7.jpg,一个穿白外套的女孩在拍照,一个穿着白色羽绒服的女孩在拍照,一群人正在拍照,一个穿着白色外套的亚洲女人拍照,穿着白色大衣的女人手里正拿着一个照相机,一个年轻的女人在冬天的头上有一个美丽的国家,3.2
2089426086_7acc98a3a8.jpg,一个穿着连帽外套的女孩拿着一个插着蜡烛的蛋糕,一个穿着带帽夹克的女孩拿着一个插着许多蜡烛的生日蛋糕,一个穿着冬天衣服的女孩拿着一个蛋糕,一个女孩正拿着一个生日蛋糕,一个年轻女孩举着叉有蜡烛的蛋糕穿着一件厚重的大衣,一个女人被帮助一个孩子在墙上,2.2
2096771662_984441d20d.jpg,一个人透过望远镜观看景物另一个人拿着一杯饮料,一个拿着保温瓶的人正站在一个用望远镜远看的男人旁,两个男人站在一起其中一个在用望远镜眺望,两个人望向远处一个人拿着望远镜,两个人站在一起远处有山,一个男人站在一个冬天的山丘上靠在床上,2.2
2100816230_ff866fb352.jpg,一个穿黄衣服的人与他的滑板一同跳起,一个穿着黄色衣服的人滑雪跳过一个桶,一个人在滑雪时跳了起来,一个滑雪者在雪地上方抓住空气,一片雪地里滑过一个桶的男人,一个滑雪跳到空中,2.0
2101457132_69c950bc45.jpg,一个黑色的狗正跃过一条小溪,一只黑色的狗正跳过一条流动着的小溪,一只黑色的狗跳离了一个丛林附近的河岸,一只潮湿的黑狗跳进湖里,一只湿透了的狗越过了一条小溪,一只狗在水中跳跃,3.8
2102360862_264452db8e.jpg,海滩上一个人正给另一个人拍照,一个男人在岩石海滩上拍照摆姿势,一个人在给另一个人在海滩上拍照,一个男人拍摄一个在海滩上戴着墨镜的男人,两个男人站在一片岩石海岸上一个在给另一个人照相,一只黑色的狗在海滩上奔跑,2.0
2103568100_5d018c495b.jpg,一只狗在礁石围起来的水中,一只白狗正站在池塘里,一只白色的狗正在走过一条流经岩石景观的河流,一只白色的狗穿行在荒野的浅水中,那只白狗正在山顶上的水塘里淌水,一只黑色的狗在水中游泳,3.2
2105756457_a100d8434e.jpg,两个孩子站在遮阳篷下,两个孩子在玩桌上足球,发展中国家的两个孩子在一个由粗麻布做的遮阳篷下玩桌面游戏,两个男人在树荫下玩游戏,两个年轻的男孩正在一间小屋子里,一个人坐在一个靠近一个靠近一个靠近一个靠近一个建筑物的台阶上,1.8
2112921744_92bf706805.jpg,绿色山坡上的一只狗,一只狗站在山侧,一只狗站在悬崖边的草地上,grassyembankment,一只白色的狗正站在被草覆盖的山坡上,一只黑色的狗在空中飞行,3.0
211295363_49010ca38d.jpg,几艘船行驶在城市海岸线前的水面上,一艘大船穿过港口,一艘白色的船正在一个大的城市背景下巡航,小游艇在港口背景是城市,那里有一艘白色的船在海湾里背景是一座城市,一个人坐在板凳上看风景的人,3.4
2120383553_5825333a3f.jpg,女孩把湿衬衫拧干,一个穿着绿衣服的女孩用手拧着一些东西,一个身穿绿色衣服的小女孩正在拧一块橙色的布,一个小女孩在外面玩,穿着绿色外衣的小女孩正在玩一块橙色的材料,一个小女孩在笑里笑着挂着,3.2
2120411340_104eb610b1.jpg,一只狗和一头奶牛在一个岩石坡上,一只狗和一头牛站在山坡上,一座山上一只白色的狗山上看着一只紧张的奶牛,一只白色的狗站在一个低着头用角对着它的奶牛前面,两只狗在一块草地上,一只狗站在草地上伸出舌头伸出舌头,2.2
2124040721_bffc0a091a.jpg,一个有白头发的老人穿着蓝色夹克戴着一顶大红色帽子,一个戴着红色帽子穿着黑色雨衣的老人,一个戴着红色帽子的白发苍苍的老人,一个戴着红色帽子穿着冬季夹克的人望着远方,一个有灰色头发的人戴着一顶红色的帽子在看下雪,一个穿着紫色和橙色背心的人在他的脸,2.4
2128119486_4407061c40.jpg,一个孩子在吃东西他的脸上有食物,一个因为吃水果把嘴巴弄脏的男孩,一个小男孩正在吃东西弄的满嘴都是,一个小孩嘴上沾满浆果,一个年幼的棕色眼睛的男孩嘴上有红色的糖浆正在倒糖汁,一个小男孩在他的眼睛闭着嘴,2.4
2140182410_8e2a06fbda.jpg,一个穿着黑色冬衣的男孩坐在雪堆旁的充气雪橇上,一个孩子在一个管子上从雪上滑下来,雪地里坐在一个漂浮圈上的孩子,有一个人在很高一堆雪上坐在一个塑料的吹气的气垫上,这个人因为下雪穿的很暖和乘着一个气垫从雪丘上滑下来,一个孩子在一个红色的衣服里,3.0
2148916767_644ea6a7fa.jpg,一只黑狗和一只白狗在雪地玩耍,走在雪地中时一只黑色的贵宾犬跳到另一只白色的贵宾犬头上,黑色的狗在雪地里跳着越过一条白色的狗,两只狗在雪地里玩耍,两只贵宾犬正跑着穿过雪地,一只黑色的狗在雪地里奔跑,3.2
215214751_e913b6ff09.jpg,载着两个渔夫的船在湖面上,在一个蒙着雾的湖上有两个男人在一条船上的剪影,两个男人在一条河上的渔船上享受着一个愉快的早晨,薄雾中两个人在一条河中划着独木舟,在一片起雾的湖上两个人在一艘小船里漂移树木在背景里,一个人在黄昏时在风景的背景,2.0
2160266952_a2ab39191b.jpg,个男孩和一个女孩在球上弹跳,孩子们穿着黑色的紧身衣跳跃着,车库里两个穿着黑色衣服的孩子坐在红色和绿色的橡皮弹球上弹跳,两个孩子在五颜六色的球上弹跳,两个在球上弹跳的年幼的孩子,一个穿着蓝色衬衫的女孩在镜头微笑,2.2
2162564553_96de62c7e6.jpg,一个人站在水边的岩石边,一个带着粉色的帽子的赤膊男人正站在岩石质地的海岸边,一个戴着粉红帽子不穿上衣的男人站在岩石海岸,一个背着背包戴着帽子的赤裸上身的男人站在一个布满岩石的海岸,在海边一个穿着短裤戴着帽子的男人正站在海湾里,一只狗在沙滩上奔跑伸出舌头伸出手臂,2.6
2167644298_100ca79f54.jpg,一面红色的墙前面有一个穿着黑色衣服戴着帽子和眼镜的男人,一个戴着黑帽子的人站在一面红墙前,一个穿着全黑衣服戴着黑色帽子的人正在微笑,一个戴着帽子眼睛珠宝穿着夹克的人站在一个橙色的墙边,在室内有一个男人带着眼镜和帽子穿着一件黑色的西装外套,一个男人和一个女人看着像一个窗口,1.8
2170222061_e8bce4a32d.jpg,一只狗咬住一头奶牛的尾巴,一只狗在草地上追着动物的尾巴,一只小动物在一只大动物身后跳大动物的尾巴遮住了小动物的脸,一个小狗追着一只棕色大奶牛,一只棕色的动物被一头棕白色的公牛打在了脸上,一只棕色的狗在草地上奔跑,2.2
2176980976_7054c99621.jpg,一群人站在山顶拍照,一群人凝视巨大的岩石山的边缘,有几个人在山顶上俯瞰地面,这座山是浅褐色的,三个坐在悬崖上的人,一只狗在沙滩上玩耍,3.0
2182488373_df73c7cc09.jpg,一个城镇的街道上两名女士手中提着购物袋她们身后有一群人,一个戴着帽子拿着手袋的女人笑着没有看另一个戴着墨镜拿着购物袋的女人,人们在好莱坞星光大道上站着,两个老妇女拿着购物袋走在街上,两个穿着皮衣的女人正在在城市的街道上,一个女人走在街上,3.4
2183227136_8bb657846b.jpg,一个孩子日落时分在沙滩上玩耍,一个孩子在太阳低垂的时候在海滩上玩沙子,一个在日落时分海边沙滩上的人,夕阳下的海滩一个孩子在前方的图片,夕阳下有人划着小船在一片平静的湖上,一个人在日落时在夜间,3.6
2189995738_352607a63b.jpg,至少四个人在浅水中游泳水向桥的方向越来越深,孩子们在水里玩耍和游泳背后是一座步行小桥,孩子们正在一座木桥前面的水里玩耍,两个在湖中玩耍,两个男子在木桥附近的一条河里玩,一只狗在水里奔跑,1.8
2192131110_8a40e7c028.jpg,一位女士荡着秋千笑着,一个人在秋千上荡秋千,荡秋千的孩子,秋千上的人,这个女孩正在秋千上玩的很开心,一个穿着橙色背心的人在沙滩上荡秋千,3.2
219301555_17883a51bd.jpg,一个浑身湿透的女人在瀑布前的水中行走,一个穿着T恤短裤的女人正走在瀑布前的浅水里,一个女人蹚过一个瀑布前面的水池,这个女人走过水域,淋湿的女人在一个瀑布旁的水中行走,一个小男孩在一个蓝色的水上滑行,2.0
2194286203_5dc620006a.jpg,一个小女孩和男孩在沙滩上玩沙子,一个小男孩和小女孩一起在沙里玩,做一个沙堡的男孩和女孩,两个孩子在海滩上建造一座沙堡,两个堆建沙堡的孩子,两只狗在一个领域里玩耍,2.6
2194494220_bb2178832c.jpg,一个人在山上滑雪带着一只狗,一个人和他的狗一起滑雪,一个女人和一只狗越野滑雪,一个牵着棕色狗的女人滑雪下山,那只棕色的狗拉着一个滑雪者穿过被雪覆盖的地面,一个人坐在雪堆上看报纸,2.0
2196107384_361d73a170.jpg,一个人戴着一顶黑色的帽子沿着建筑物旁的一条路走去,一个穿着黑色长袖衣服的老年人正独自走在一条鹅卵石街道上,一个老人走过宽敞的道路,一个人走在一个建筑物的前面,那个男人正走在一栋棕色的建筑旁边,一个男人的同时正在看一些水,2.2
2196316998_3b2d63f01f.jpg,一个男人抓住风笛的一端而另一人在演奏,一个男人正在吹着风笛另一个人在用一个电子调音器测试音调,一个人吹着风笛的同时另一个人在检查该乐器,两个戴着黑帽子的男人背着风笛,两个男人一个在演奏风笛而另一在调整风笛,一个穿着蓝色的小孩坐在墙上的时间,2.0
2196846255_2c1635359a.jpg,一只狗站在海洋的浅滩海水溅起,一只狗站在水中,一只皱皮狗在在浅水中蹚过,海洋中一只棕色的大狗在水中行走,那只棕色的大狗站在汹涌的水中,一只狗在水中奔跑,1.6
2197275664_fabcf3424b.jpg,一个孩子在屋内骑着滑板车,一个女孩在红色的滑板车上玩,在家里玩滑板车的小女孩,女孩在红色的摩托车上,那个小女孩正乘着她的红色滑板车,一个穿着红色衣服的男人,1.4
2204550058_2707d92338.jpg,一位戴着白手套的女士站在人群中间,一个女人仰起脸举着她戴着白色手套的手,一个戴着白色手套的女人在人群中眺望,一个戴着白手套的女人还有一些其他人,带着白色手套有着棕色头发的女人,一个女人笑着一个男人在笑着微笑,2.6
2206960564_325ed0c7ae.jpg,一只褐色的小狗走过地板,一只小幼犬跑向摄像机,一只白色的小狗在铺着瓷砖的地板上奔跑,在地板上跳舞的小狗,那只白色的狗从瓷砖地板上跑过,一只白色的狗在它的嘴上奔跑着,2.4
2207244634_1db1a1890b.jpg,一个戴着红色头盔的男人踩着滑板跳了起来,一个穿红色上衣的年轻人利用红色的滑板跳了起来,戴着头盔的男孩正在滑板上表演特技,这个年轻人正在滑板公园玩滑板,在公园里一个年轻男人正在滑板上表演特技,一个小男孩在公园里玩滑板,2.2
2208067635_39a03834ca.jpg,某人正在拍摄一个在爬岩石的女孩,一个小女孩正在攀岩她妈妈的影子投射在岩石上,一个小孩爬上一块大石头一个只投下影子的人在为她拍照,一个小女孩正在攀岩,在女孩攀岩的时候那道长长的黑影在岩石上投下了一个影响,一个人在一个黑色的夹克是走路,2.0
2208310655_a3d83080c5.jpg,一个男孩在亲吻一个女人的脸颊旁边的一个女孩睁大眼睛伸长舌头,一个妈妈和两个孩子在摆鬼脸,一个成年人和两个孩子一个孩子在做鬼脸而另一个在亲吻成年人的脸颊,男孩亲吻着女人女孩伸出她的舌头,母亲戴着两个男孩一个在扮演傻瓜另一个给了她一个吻,一个女人和一个男人在对他们的头上拥挤,2.0
2215136723_960edfea49.jpg,一个孩子双臂展开在积雪覆盖的山上行走,一个小男孩在雪地里玩耍,一个穿着红色夹克的孩子在雪地上保持平衡,一个穿着橙色衣服的小孩在雪地保持平衡,穿着橘黄色和黑色衣服的小男孩在雪地里步行,一个穿着蓝色夹克和头盔的人在雪地上行走,3.0
2216695423_1362cb25f3.jpg,一群白色和橙色相间的大狗在草地上,狗玩棍子,四只狗在外面一起玩棍子,四只狗互相玩着木棍,狗群正在户外玩一根棒子,两只狗在户外玩耍,2.4
2218609886_892dcd6915.jpg,一个男人坐在门外的地板上他的头枕在他的下巴上,一个穿着全黑色衣服的人坐在黄色的墙壁下,一个戴着深蓝色帽子的人斜靠着一个建筑物坐在地上,一个带着黑色帽子穿着黑色外套和裤子的男人坐在一个建筑的门口,戴着黑色帽子的那个男人正坐在一扇绿色门旁边的地上,一个女孩在一个房间里拿着一个大相机,1.8
2224450291_4c133fabe8.jpg,热带环境中的一个人举着相机挡在脸前,一个穿着蓝衣服的人照了一张正给他照相的人的照片,一个男人用一个银色的相机拍照,带着相机的穿着蓝色衬衫的男人,那个男人在户外拿着一个相机,一个女人爬上陡峭的岩石墙,2.6
2225231022_1632d0a5aa.jpg,一个男人和两个女人站在台阶前面的木杆前,三个学生在楼梯前站在一起,三个在学校里的年轻人看着相机,两个女人和一个男人都穿着黑色夹克微笑着,两个女人和一个男人对着相机微笑,一个人走在街上走着伸出舌头伸出舌头,2.0
2228022180_9597b2a458.jpg,一群亚洲孩子在台阶上,一群亚洲儿童坐着或站着在台阶上,一群穿着蓝色制服的孩子坐在台阶上,穿着校服的小孩子聚集在台阶上,许多学校的孩子穿着一样的制服正坐在台阶上,一个女人站在他们的等待上并在人群中,3.2
2229179070_dc8ea8582e.jpg,一只棕色的狗跳过三个圈,一只狗正跳过人们拿着的铁环,一只狗跳过一个黑色的呼啦圈,一个中等大小的狗跳过人们举着的铁圈,一个训练员在他的狗旁边跑着而他的狗跳过许多套圈,一个男孩把他的滑板摇滚空气,3.4
223299142_521aedf9e7.jpg,一个在陡峭多雪的山中的男人,一个人从陡峭冰冻的山坡下山,草地上都结了冰背景中是一座山,这个人正爬上一座陡峭的雪山,日落时那个人在山的高处,一个人在山上徒步旅行,3.6
2238019823_79318d1f11.jpg,雾天中一个人在金门大桥下冲浪,冲浪者在一座红色的桥下冲浪,雾天在一座桥附近的冲浪运动员,桥下的冲浪者,在一个大雾天一个人男人在金门大桥下冲浪,一个人在一个黑色的T恤看着他跳的水,3.4
2238759450_6475641bdb.jpg,一个卷发女孩拖着一只灰色充气筏一只红色大桨插入水中,一个带着黄色头巾的女孩正将一艘船拉向水里,一个女人将一艘充气艇拉入水中,一个女人把她的充气筏拉进水里,有个人正在拉一辆充气船里面放着一支桨,一个穿着蓝色短裤的人站在一起把他的眼睛地为了倒立,2.4
2239938351_43c73c887c.jpg,一只大黑狗嘴里叼着蓝色的球旁边有两只小狗在跑,一只黑色杜宾犬一只棕白相间的柯基犬和一只黑棕白相间的科技犬正在草地上玩一个蓝色的球,三只狗其中一只叼着一个蓝色的球,三只狗在草地上一只狗的嘴里有一个蓝色的球,三个正在玩一个蓝色球的狗,两只狗在草地上玩耍,2.6
224369028_b1ac40d1fa.jpg,一个金发小女孩正站在喷泉的前面,一个年轻的金发女孩站在一个喷泉的大栅栏前,一个站在喷泉前的小女孩,一个穿着白色裙子的女孩站在围栏和喷泉前,穿着白色连衣裙的小女孩正站在一个巨大的公园喷泉前,一个人坐在长椅上看风景的人,2.6
2247889670_413db8094b.jpg,一个男人和一只狗在海滩上的浅滩跑过,一个男人和他的狗走在一个冻住的池塘的冰面上,一个穿着冬天衣服的人和一只狗在海滩上,一个穿着棕色夹克的男人在沙滩上跑向一个正跑向他的狗,一个穿着夹克的男人的背影和一只冲他跑来的狗,两只狗在水中玩耍,2.0
2248487950_c62d0c81a9.jpg,一个男人和一个女人等待过马路,一个男人在用手机打电话另一个男人坐在轮椅上,一个女人穿过街道在她的旁边是一个打电话的男人,一个穿着外套的女人和一个穿着运动服打着电话的男人穿过马路,一个女人正试图在一个开着小型摩托车的男人之前过马路,一个人骑着一辆摩托车在街上走,3.4
2251747182_6b67a3ab8b.jpg,一个男孩在体育馆里打篮球,一个小男孩拿着篮球准备投篮,一个打篮球的年轻男孩正在做拍照准备,穿着橙色运动服的男孩运着橙色的奇才篮球,穿着红色短裤的小男孩准备射篮了,一个年轻的男孩在做手势,4.4
2256133102_e2c8314ecb.jpg,一个穿蓝裤子的男人脱离下面是水的悬崖,一个男人悬挂在水边悬崖上的一条绳索上,一个人借着绳索从悬崖上向着水里下降,一个人用一根绳子悬挂在悬崖上,有人通过一条绳子把自己悬挂在海上的一面岩壁上,一个人爬上陡峭的岩石峭壁之上,2.0
2265096094_8cc34d669c.jpg,一头驴拉着里面坐着一个男孩的车刹车了,一头驴拉着车有一个男人在车上,几棵棕榈树的旁边有一只骡子拉着一个载着一名男子的货车,在一条泥泞的小路上一头骡子拉着一个坐着人的马车,一个人正在一个运货车斗里被一头驴拉着走,一个人在空中跳跃卡在嘴外,2.6
226607225_44d696db6b.jpg,一条绿色的鱼从水里跳了出来,一只巨大的鱼跃出了水面,一只大的蓝绿色的鱼从水中跳出,一个巨大的绿色的鱼跳出水面,绿色的大鱼正从水中跳出来,一个标签frolicks在水滑梯喷出,3.0
2271755053_e1b1ec8442.jpg,一个穿着红色短裤的男孩在篮球场上打篮球,一个小男孩正在一场正式比赛中打篮球,那个男孩正在打篮球,带着球的男孩奔跑着并且向上看,孩子们正在室内打篮球,一群人在等待上他们的手在街上,3.0
2274992140_bb9e868bb8.jpg,房间内一个大些的男孩看着一个小孩子玩弹簧,一个年幼的孩子在家居室里玩机灵鬼玩具哥哥看着他,两个小孩子其中一个在玩一个弹簧,两个小孩子在客厅玩着一些玩具,两个在一个沙发前玩耍的年幼的孩子,一个孩子和一个孩子在一个房间里玩着画,2.2
2280525192_81911f2b00.jpg,一只棕色黑色相间的狗在高高的草间跳跃,一只狗在高高的草丛中奔跑,一只戴着红色挽具的狗跑着穿过一片田野,带着红背带的黑棕色的狗在高高的草中,在杂草中奔跑的狗,一只狗在一个领域里跑过,4.2
2283966256_70317e1759.jpg,一只棕色的狗在河边的岩石上行走,一只狗走过河边的碎石,一只塌鼻子狗在河岸上嗅着一些东西,一只棕色的大狗正沿着河边散步,一只棕色的大牛头犬沿着一条小溪的岩石岸边行走着,一只棕色的狗在沙滩上奔跑,4.0
2285570521_05015cbf4b.jpg,越野滑雪者穿过雪地时身后留下一行足迹,一个孤独的滑雪者走过被雪覆盖的岸边背后是一些树木,一个人在雪地上徒步旅行,一个人滑下一个白雪覆盖的山身后投下长长的影子,在一个晴朗的天气滑雪者从雪丘上滑下去,一个男人站在一个斜坡的边缘滑雪,4.6
2288099178_41091aa00c.jpg,孩子们滑冰人们在一旁观看,两个男孩在滑冰后面有其他人,两个在户外溜冰场中进行溜冰比赛的男孩,两个男孩穿着溜冰鞋赛跑其他人看着,两个孩子正在冰上快速的滑行,一个男人在一个房间里拿着一个大的手,1.6
2289068031_fe26990183.jpg,一个摩托车手骑着车在空中越过障碍,一辆摩托车跳过一个杆,摄影师在拍摄一个人骑着摩托跃过一根高竿,一个专业的泥地自行车手做特技表演并被录像,骑着摩托车的男子在空中表演了一个特技,一个女人把他们的鞋子,1.8
2292406847_f366350600.jpg,小舟里的人在蓝色水面上划船,一个男人在划一艘叫做Neptuno的小船,一个人划着他的船,一个人划着船,渔夫划着他的船去一个新地方,在一个黄色的衬衫男孩在自行车上跑,1.4
2295216243_0712928988.jpg,一个女孩在沙滩上与成人一起跳舞,一群人在一辆卡车前面的沙滩上跳舞,沙滩上家人和朋友们在他们的汽车旁边跳舞,很多人正在沙漠里跳舞,几个人正在沙滩上跳舞,一群人在沙滩上散步,4.2
2295750198_6d152d7ceb.jpg,一个女孩单腿站在田地中间,一个在草坪上伸出腿的女孩,一个小女孩脚踢到空中,一个穿着很暖和的女孩在户外踢着腿,在田野里散步的人,一只狗正穿过田野,4.0
229862312_1a0ba19dab.jpg,一只棕色的小狗躺在草地上,一只狗躺在长长的绿草上,一只狗在草地上滚动,一只狗在草地上翻滚,一只金色的狗正在草地上躺在自己的后背上,两只狗在院子里玩耍,2.0
2300168895_a9b83e16fc.jpg,一只棕色的狗趴在草地上旁边有一个白色的咀嚼玩具,一只棕色的狗躺在草地上玩着一块白色的布,一只坐在草地上的棕色的狗,一只狗坐在草地上,橘黄色的狗和一块打了结的破布在草地上,一只棕色的狗在草地上奔跑,2.4
2301525531_edde12d673.jpg,一只黑白相间的狗在公园里的雪地里跳跃着,一只黑白的狗正在一个雪后大的公园里奔跑,一只黑白相间的狗在一颗树和长凳边的雪地上奔跑,一只白黑色的小狗在雪地里跳跃,在雪里奔跑的黑白相间的狗,一只黑色的狗在雪地里奔跑,2.2
2306674172_dc07c7f847.jpg,穿蓝色衬衫的男孩骑着滑板跳下楼梯,一个人在白色台阶上踏着滑板飞在半空,一个滑板运动员踩着他的滑板从楼梯上飞跃下来,一个滑板者滑过白色的台阶,滑板手跳下建筑物的台阶,一个人坐在长椅上有一个大黑袋子,2.8
2307118114_c258e3a47e.jpg,一个戴着黑帽子穿黑衬衫的人微笑着拿着一个黑白灰相间的长方形的东西,一个男人微笑着并拿着一个产品展示看起来像要销售这个产品,一个穿着黑色衬衣戴着棒球帽的男人微笑着,这个人穿着黑色衬衫戴着帽子微笑着,有一个穿着黑色衬衫戴着一顶黑色帽子微笑着的男人,一个男人和一个女人站在一起,3.0
2308271254_27fb466eb4.jpg,一只灰色的狗在浅水中追逐一只棕色的狗,一只黑色的小狗在水面上追逐一只毛茸茸的棕色小狗,两只狗正在穿过靠近海岸的水域,两只狗在湖里玩耍,两只在岸上玩耍的狗,一只黑色的狗在水里奔跑,3.6
2308978137_bfe776d541.jpg,一群男孩坐着一辆车,一大群人穿着相似的衣服搭乘着同一辆车,几乎有两打人骑在马路上的一辆货车上,一辆挤满了人的车,很多背着包的年轻人正或是攀附在车上或是乘在车上,一群足球运动员在雪地里,1.6
